case_id,company,mechanism,split,evaluation_contract,cutoff,target,horizon,metric,unit,actual,point_evaluable,confidence,regime,human_required,source_ids,point_in_time_note,v74,v74_low,v74_high,v74_hit,v74_interval_score,v74_point_error,v74_margin_error_pp,v74_direction_correct,v74_sign_correct,v75,v75_low,v75_high,v75_hit,v75_interval_score,v75_point_error,v75_margin_error_pp,v75_direction_correct,v75_sign_correct
AMD@FY2017,AMD,compute-platforms,calibration,point-and-interval,2018-02-27,FY2018,1,revenue,USD bn,6.475,True,80%,product-ramp,True,AMD_FY2017_RESULTS / AMD_EPYC_20170620 / AMD_FY2019_10K / AMD_FY2020_10K,"Use the FY2017 values known at the cutoff, not later recast comparatives. Ryzen and EPYC supported a product-platform ramp, but server share and channel sell-through remained uncertain.",6.2,5.58,6.820000000000001,True,0.1915057915057917,0.04247104247104239,,True,,6.4,5.888000000000001,6.912000000000001,True,0.15814671814671816,0.011583011583011473,,True,
AMD@FY2017,AMD,compute-platforms,calibration,point-and-interval,2018-02-27,FY2018,1,profit,USD bn,0.451,True,80%,product-ramp,True,AMD_FY2017_RESULTS / AMD_EPYC_20170620 / AMD_FY2019_10K / AMD_FY2020_10K,"Use the FY2017 values known at the cutoff, not later recast comparatives. Ryzen and EPYC supported a product-platform ramp, but server share and channel sell-through remained uncertain.",0.35,0.10199999999999995,0.598,True,0.0766023166023166,,1.3200896749283861,,True,0.42,0.22799999999999998,0.612,True,0.05930501930501931,,0.402750965250967,,True
AMD@FY2017,AMD,compute-platforms,calibration,point-and-interval,2018-02-27,FY2019,2,revenue,USD bn,6.731,True,80%,product-ramp,True,AMD_FY2017_RESULTS / AMD_EPYC_20170620 / AMD_FY2019_10K / AMD_FY2020_10K,"Use the FY2017 values known at the cutoff, not later recast comparatives. Ryzen and EPYC supported a product-platform ramp, but server share and channel sell-through remained uncertain.",6.8,5.5760000000000005,8.024,True,0.3636903877581338,0.01025107710592779,,True,,6.9,5.934,7.866000000000001,True,0.2870301589659785,0.025107710592779747,,True,
AMD@FY2017,AMD,compute-platforms,calibration,point-and-interval,2018-02-27,FY2019,2,profit,USD bn,0.631,True,80%,product-ramp,True,AMD_FY2017_RESULTS / AMD_EPYC_20170620 / AMD_FY2019_10K / AMD_FY2020_10K,"Use the FY2017 values known at the cutoff, not later recast comparatives. Ryzen and EPYC supported a product-platform ramp, but server share and channel sell-through remained uncertain.",0.55,0.07400000000000001,1.026,True,0.14143515079482988,,1.286300436085888,,True,0.6,0.25499999999999995,0.9450000000000001,True,0.102510771059278,,0.6788835562904925,,True
AMD@FY2017,AMD,compute-platforms,calibration,point-and-interval,2018-02-27,FY2020,3,revenue,USD bn,9.763,True,80%,product-ramp,True,AMD_FY2017_RESULTS / AMD_EPYC_20170620 / AMD_FY2019_10K / AMD_FY2020_10K,"Use the FY2017 values known at the cutoff, not later recast comparatives. Ryzen and EPYC supported a product-platform ramp, but server share and channel sell-through remained uncertain.",7.5,5.625,9.375,False,0.7815220731332582,0.2317935060944382,,True,,8.4,6.5520000000000005,10.248,True,0.37857216019666073,0.13960872682577072,,True,
AMD@FY2017,AMD,compute-platforms,calibration,point-and-interval,2018-02-27,FY2020,3,profit,USD bn,1.369,True,80%,product-ramp,True,AMD_FY2017_RESULTS / AMD_EPYC_20170620 / AMD_FY2019_10K / AMD_FY2020_10K,"Use the FY2017 values known at the cutoff, not later recast comparatives. Ryzen and EPYC supported a product-platform ramp, but server share and channel sell-through remained uncertain.",0.75,0.0,1.5,True,0.15364129878111235,,4.022329202089522,,True,1.0,0.32799999999999996,1.6720000000000002,True,0.1376626037078767,,2.1175672973276187,,True
AMD@FY2019,AMD,compute-platforms,holdout,point-and-interval-with-perimeter-tail,2020-02-04,FY2020,1,revenue,USD bn,9.763,True,80%,platform-ramp-perimeter,True,AMD_FY2019_10K / AMD_CES_20190109 / AMD_EPYC_ROME_2019 / AMD_FY2020_10K / AMD_FY2021_10K,Rome and Ryzen supported a larger organic ramp. Xilinx was not public at cutoff; FY2022 therefore retains an anonymous perimeter tail and is not scored as a point forecast.,8.2,7.215999999999999,9.184,False,0.7946327972959137,0.16009423332991915,,True,,8.9,8.01,9.790000000000001,True,0.18232100788692013,0.08839496056539993,,True,
AMD@FY2019,AMD,compute-platforms,holdout,point-and-interval-with-perimeter-tail,2020-02-04,FY2020,1,profit,USD bn,1.369,True,80%,platform-ramp-perimeter,True,AMD_FY2019_10K / AMD_CES_20190109 / AMD_EPYC_ROME_2019 / AMD_FY2020_10K / AMD_FY2021_10K,Rome and Ryzen supported a larger organic ramp. Xilinx was not public at cutoff; FY2022 therefore retains an anonymous perimeter tail and is not scored as a point forecast.,0.8,0.39000000000000007,1.21,False,0.2468503533749872,,4.266231641113912,,True,1.05,0.694,1.4060000000000001,True,0.07292840315476802,,2.2245763931007594,,True
AMD@FY2019,AMD,compute-platforms,holdout,point-and-interval-with-perimeter-tail,2020-02-04,FY2021,2,revenue,USD bn,16.434,True,80%,platform-ramp-perimeter,True,AMD_FY2019_10K / AMD_CES_20190109 / AMD_EPYC_ROME_2019 / AMD_FY2020_10K / AMD_FY2021_10K,Rome and Ryzen supported a larger organic ramp. Xilinx was not public at cutoff; FY2022 therefore retains an anonymous perimeter tail and is not scored as a point forecast.,10.5,8.19,12.81,False,2.4863088718510413,0.3610806863818912,,True,,14.2,11.644,16.755999999999997,True,0.31106243154435903,0.13593769015455773,,True,
AMD@FY2019,AMD,compute-platforms,holdout,point-and-interval-with-perimeter-tail,2020-02-04,FY2021,2,profit,USD bn,3.648,True,80%,platform-ramp-perimeter,True,AMD_FY2019_10K / AMD_CES_20190109 / AMD_EPYC_ROME_2019 / AMD_FY2020_10K / AMD_FY2021_10K,Rome and Ryzen supported a larger organic ramp. Xilinx was not public at cutoff; FY2022 therefore retains an anonymous perimeter tail and is not scored as a point forecast.,1.5,0.44999999999999996,2.55,False,0.7959109163928443,,7.91216815313201,,True,3.0,1.864,4.136,True,0.13824996957527078,,1.0711218754660106,,True
AMD@FY2019,AMD,compute-platforms,holdout,point-and-interval-with-perimeter-tail,2020-02-04,FY2022,3,revenue,USD bn,23.601,False,90%,platform-ramp-perimeter,True,AMD_FY2019_10K / AMD_CES_20190109 / AMD_EPYC_ROME_2019 / AMD_FY2020_10K / AMD_FY2021_10K,Rome and Ryzen supported a larger organic ramp. Xilinx was not public at cutoff; FY2022 therefore retains an anonymous perimeter tail and is not scored as a point forecast.,13.0,8.450000000000001,17.55,False,5.513325706537858,,,,,17.5,11.549999999999999,23.450000000000003,False,0.6321766026863238,,,,
AMD@FY2019,AMD,compute-platforms,holdout,point-and-interval-with-perimeter-tail,2020-02-04,FY2022,3,profit,USD bn,1.264,False,90%,platform-ramp-perimeter,True,AMD_FY2019_10K / AMD_CES_20190109 / AMD_EPYC_ROME_2019 / AMD_FY2020_10K / AMD_FY2021_10K,Rome and Ryzen supported a larger organic ramp. Xilinx was not public at cutoff; FY2022 therefore retains an anonymous perimeter tail and is not scored as a point forecast.,2.2,0.1200000000000001,4.28,True,0.1762637176390831,,,,,1.8,-0.6500000000000001,4.25,True,0.20761832125757385,,,,
AMD@FY2021,AMD,compute-platforms,holdout,point-and-interval-with-public-acquisition,2022-02-03,FY2022,1,revenue,USD bn,23.601,True,80%,acquisition-accounting-normalization,True,AMD_FY2021_10K / AMD_XILINX_ANNOUNCEMENT_20201027 / AMD_FY2022_10K / AMD_FY2023_RESULTS / AMD_FY2024_10K,"The Xilinx transaction was public and could enter a perimeter bridge. GAAP amortization, purchase accounting and integration effects must be separated from adjusted product economics.",24.5,22.05,26.950000000000003,True,0.20761832125757393,0.0380916062878692,,True,,23.0,21.16,24.840000000000003,True,0.15592559637303519,0.025465022668530957,,True,
AMD@FY2021,AMD,compute-platforms,holdout,point-and-interval-with-public-acquisition,2022-02-03,FY2022,1,profit,USD bn,1.264,True,80%,acquisition-accounting-normalization,True,AMD_FY2021_10K / AMD_XILINX_ANNOUNCEMENT_20201027 / AMD_FY2022_10K / AMD_FY2023_RESULTS / AMD_FY2024_10K,"The Xilinx transaction was public and could enter a perimeter bridge. GAAP amortization, purchase accounting and integration effects must be separated from adjusted product economics.",5.5,4.275,6.725,False,1.3796025592135928,,17.093274325110748,,True,1.8,0.88,2.72,True,0.07796279818651754,,2.470381689795753,,True
AMD@FY2021,AMD,compute-platforms,holdout,point-and-interval-with-public-acquisition,2022-02-03,FY2023,2,revenue,USD bn,22.68,True,80%,acquisition-accounting-normalization,True,AMD_FY2021_10K / AMD_XILINX_ANNOUNCEMENT_20201027 / AMD_FY2022_10K / AMD_FY2023_RESULTS / AMD_FY2024_10K,"The Xilinx transaction was public and could enter a perimeter bridge. GAAP amortization, purchase accounting and integration effects must be separated from adjusted product economics.",25.5,21.419999999999998,29.58,True,0.3597883597883598,0.12433862433862436,,False,,22.0,19.14,24.86,True,0.2522045855379188,0.029982363315696637,,True,
AMD@FY2021,AMD,compute-platforms,holdout,point-and-interval-with-public-acquisition,2022-02-03,FY2023,2,profit,USD bn,0.401,True,80%,acquisition-accounting-normalization,True,AMD_FY2021_10K / AMD_XILINX_ANNOUNCEMENT_20201027 / AMD_FY2022_10K / AMD_FY2023_RESULTS / AMD_FY2024_10K,"The Xilinx transaction was public and could enter a perimeter bridge. GAAP amortization, purchase accounting and integration effects must be separated from adjusted product economics.",5.2,3.16,7.24,False,1.396384479717813,,18.624079261334163,,True,0.6,-0.9400000000000001,2.14,True,0.13580246913580246,,0.9591951258617923,,True
AMD@FY2021,AMD,compute-platforms,holdout,point-and-interval-with-public-acquisition,2022-02-03,FY2024,3,revenue,USD bn,25.785,True,80%,acquisition-accounting-normalization,True,AMD_FY2021_10K / AMD_XILINX_ANNOUNCEMENT_20201027 / AMD_FY2022_10K / AMD_FY2023_RESULTS / AMD_FY2024_10K,"The Xilinx transaction was public and could enter a perimeter bridge. GAAP amortization, purchase accounting and integration effects must be separated from adjusted product economics.",27.0,21.060000000000002,32.94,True,0.46073298429319354,0.04712041884816753,,True,,25.0,20.5,29.5,True,0.34904013961605584,0.0304440566220671,,True,
AMD@FY2021,AMD,compute-platforms,holdout,point-and-interval-with-public-acquisition,2022-02-03,FY2024,3,profit,USD bn,1.9,True,80%,acquisition-accounting-normalization,True,AMD_FY2021_10K / AMD_XILINX_ANNOUNCEMENT_20201027 / AMD_FY2022_10K / AMD_FY2023_RESULTS / AMD_FY2024_10K,"The Xilinx transaction was public and could enter a perimeter bridge. GAAP amortization, purchase accounting and integration effects must be separated from adjusted product economics.",5.4,2.43,8.370000000000001,False,0.4359123521427188,,12.631374830327713,,True,1.6,-0.8999999999999999,4.1,True,0.19391118867558657,,0.9686251696722894,,True
INTC@FY2017,Intel,integrated-device-manufacturing,calibration,point-and-interval,2018-01-25,FY2018,1,revenue,USD bn,70.848,True,80%,data-centric-expansion,True,INTC_FY2017_10K / INTC_FY2018_10K / INTC_FY2019_RESULTS / INTC_FY2021_10K,"Data-centric growth and high utilization supported the expansion, but product cadence, manufacturing economics and PC mix required separate bridges.",67.0,61.64,72.36,True,0.15130984643179765,0.05431345980126467,,True,,69.5,64.63499999999999,74.36500000000001,True,0.13733626919602554,0.019026648599819316,,True,
INTC@FY2017,Intel,integrated-device-manufacturing,calibration,point-and-interval,2018-01-25,FY2018,1,profit,USD bn,23.316,True,80%,data-centric-expansion,True,INTC_FY2017_10K / INTC_FY2018_10K / INTC_FY2019_RESULTS / INTC_FY2021_10K,"Data-centric growth and high utilization supported the expansion, but product cadence, manufacturing economics and PC mix required separate bridges.",19.5,17.155,21.845,False,0.27382565492321587,,3.8054139869756867,,True,22.5,20.415,24.585,True,0.058858401084010865,,0.5357908794915267,,True
INTC@FY2017,Intel,integrated-device-manufacturing,calibration,point-and-interval,2018-01-25,FY2019,2,revenue,USD bn,71.965,True,80%,data-centric-expansion,True,INTC_FY2017_10K / INTC_FY2018_10K / INTC_FY2019_RESULTS / INTC_FY2021_10K,"Data-centric growth and high utilization supported the expansion, but product cadence, manufacturing economics and PC mix required separate bridges.",70.0,60.199999999999996,79.80000000000001,True,0.27235461682762474,0.027304939901340974,,True,,72.0,63.36,80.64000000000001,True,0.24011672340721205,0.0004863475300492821,,True,
INTC@FY2017,Intel,integrated-device-manufacturing,calibration,point-and-interval,2018-01-25,FY2019,2,profit,USD bn,22.035,True,80%,data-centric-expansion,True,INTC_FY2017_10K / INTC_FY2018_10K / INTC_FY2019_RESULTS / INTC_FY2021_10K,"Data-centric growth and high utilization supported the expansion, but product cadence, manufacturing economics and PC mix required separate bridges.",20.5,16.65,24.35,True,0.10699645661085254,,1.3333366418199322,,True,22.2,18.599999999999998,25.8,True,0.10004863475300496,,0.2142824057991155,,True
INTC@FY2017,Intel,integrated-device-manufacturing,calibration,point-and-interval,2018-01-25,FY2020,3,revenue,USD bn,77.867,True,80%,data-centric-expansion,True,INTC_FY2017_10K / INTC_FY2018_10K / INTC_FY2019_RESULTS / INTC_FY2021_10K,"Data-centric growth and high utilization supported the expansion, but product cadence, manufacturing economics and PC mix required separate bridges.",73.0,58.400000000000006,87.6,True,0.37499839469865265,0.06250401325336798,,True,,76.0,62.32000000000001,89.67999999999999,True,0.35136835886832657,0.023976780921314604,,True,
INTC@FY2017,Intel,integrated-device-manufacturing,calibration,point-and-interval,2018-01-25,FY2020,3,profit,USD bn,23.678,True,80%,data-centric-expansion,True,INTC_FY2017_10K / INTC_FY2018_10K / INTC_FY2019_RESULTS / INTC_FY2021_10K,"Data-centric growth and high utilization supported the expansion, but product cadence, manufacturing economics and PC mix required separate bridges.",21.0,15.16,26.84,True,0.14999935787946111,,1.641136950940758,,True,22.8,17.48,28.12,True,0.13664325067101596,,0.40826023861199046,,True
INTC@FY2019,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-process-tail,2020-01-23,FY2020,1,revenue,USD bn,77.867,True,80%,process-cadence-tail,True,INTC_FY2019_RESULTS / INTC_2019_INVESTOR_MEETING / INTC_FY2021_10K / INTC_FY2022_10K,"At cutoff Intel guided 2020 growth and still expected 7nm in 2021. The later 7nm delay and 2022 PC collapse were not public, so FY2022 remains a distribution tail.",75.0,69.0,81.0,True,0.1541089293282135,0.03681919169866573,,True,,76.5,71.145,81.855,True,0.13754221942543063,0.017555575532639044,,True,
INTC@FY2019,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-process-tail,2020-01-23,FY2020,1,profit,USD bn,23.678,True,80%,process-cadence-tail,True,INTC_FY2019_RESULTS / INTC_2019_INVESTOR_MEETING / INTC_FY2021_10K / INTC_FY2022_10K,"At cutoff Intel guided 2020 growth and still expected 7nm in 2021. The later 7nm delay and 2022 PC collapse were not public, so FY2022 remains a distribution tail.",22.5,19.875,25.125,True,0.0674226565810934,,0.40826023861199046,,True,23.0,20.705,25.295,True,0.0589466654680417,,0.3429007614878077,,True
INTC@FY2019,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-process-tail,2020-01-23,FY2021,2,revenue,USD bn,79.024,True,80%,process-cadence-tail,True,INTC_FY2019_RESULTS / INTC_2019_INVESTOR_MEETING / INTC_FY2021_10K / INTC_FY2022_10K,"At cutoff Intel guided 2020 growth and still expected 7nm in 2021. The later 7nm delay and 2022 PC collapse were not public, so FY2022 remains a distribution tail.",77.0,66.22,87.78000000000002,True,0.27282850779510043,0.025612472160356357,,True,,78.0,68.64,87.36000000000001,True,0.2368900587163395,0.012958088681919428,,True,
INTC@FY2019,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-process-tail,2020-01-23,FY2021,2,profit,USD bn,19.456,True,80%,process-cadence-tail,True,INTC_FY2019_RESULTS / INTC_2019_INVESTOR_MEETING / INTC_FY2021_10K / INTC_FY2022_10K,"At cutoff Intel guided 2020 growth and still expected 7nm in 2021. The later 7nm delay and 2022 PC collapse were not public, so FY2022 remains a distribution tail.",22.0,17.38,26.62,True,0.11692650334075726,,3.9510600757816787,,True,20.0,16.1,23.9,True,0.09870419113180802,,1.0206571453787476,,True
INTC@FY2019,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-process-tail,2020-01-23,FY2022,3,revenue,USD bn,63.054,False,90%,process-cadence-tail,True,INTC_FY2019_RESULTS / INTC_2019_INVESTOR_MEETING / INTC_FY2021_10K / INTC_FY2022_10K,"At cutoff Intel guided 2020 growth and still expected 7nm in 2021. The later 7nm delay and 2022 PC collapse were not public, so FY2022 remains a distribution tail.",79.0,61.620000000000005,96.38,True,0.5512735115932373,,,,,68.0,51.68,84.32,True,0.5176515367779997,,,,
INTC@FY2019,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-process-tail,2020-01-23,FY2022,3,profit,USD bn,2.334,False,90%,process-cadence-tail,True,INTC_FY2019_RESULTS / INTC_2019_INVESTOR_MEETING / INTC_FY2021_10K / INTC_FY2022_10K,"At cutoff Intel guided 2020 growth and still expected 7nm in 2021. The later 7nm delay and 2022 PC collapse were not public, so FY2022 remains a distribution tail.",21.5,13.6,29.4,False,3.824023852570812,,,,,7.0,-0.4800000000000004,14.48,True,0.23725695435658326,,,,
INTC@FY2021,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-idm-transition-tail,2022-01-27,FY2022,1,revenue,USD bn,63.054,True,80%,idm-transition-and-impairment-tail,True,INTC_FY2021_10K / INTC_IDM2_ANNOUNCEMENT_20210323 / INTC_FY2022_10K / INTC_FY2023_ANNUAL / INTC_FY2024_10K,IDM 2.0 and rising foundry/manufacturing investment were public. The exact 2024 impairment and accelerated-depreciation loss were not predictable and remain distribution-only.,74.0,66.60000000000001,81.4,False,0.7970945538744578,0.17359723411678873,,True,,66.0,60.06,71.94000000000001,True,0.1884099343419927,0.046721857455514285,,True,
INTC@FY2021,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-idm-transition-tail,2022-01-27,FY2022,1,profit,USD bn,2.334,True,80%,idm-transition-and-impairment-tail,True,INTC_FY2021_10K / INTC_IDM2_ANNOUNCEMENT_20210323 / INTC_FY2022_10K / INTC_FY2023_ANNUAL / INTC_FY2024_10K,IDM 2.0 and rising foundry/manufacturing investment were public. The exact 2024 impairment and accelerated-depreciation loss were not predictable and remain distribution-only.,14.0,10.3,17.7,False,1.3807212865163194,,15.217329804826237,,True,4.0,0.6999999999999997,7.300000000000001,True,0.10467218574555145,,2.359016946513378,,True
INTC@FY2021,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-idm-transition-tail,2022-01-27,FY2023,2,revenue,USD bn,54.228,True,80%,idm-transition-and-impairment-tail,True,INTC_FY2021_10K / INTC_IDM2_ANNOUNCEMENT_20210323 / INTC_FY2022_10K / INTC_FY2023_ANNUAL / INTC_FY2024_10K,IDM 2.0 and rising foundry/manufacturing investment were public. The exact 2024 impairment and accelerated-depreciation loss were not predictable and remain distribution-only.,72.0,59.040000000000006,84.96,False,1.3653463155565397,0.32772737331267976,,True,,56.0,47.6,64.39999999999999,True,0.3098030537729584,0.032676845909862036,,True,
INTC@FY2021,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-idm-transition-tail,2022-01-27,FY2023,2,profit,USD bn,0.093,True,80%,idm-transition-and-impairment-tail,True,INTC_FY2021_10K / INTC_IDM2_ANNOUNCEMENT_20210323 / INTC_FY2022_10K / INTC_FY2023_ANNUAL / INTC_FY2024_10K,IDM 2.0 and rising foundry/manufacturing investment were public. The exact 2024 impairment and accelerated-depreciation loss were not predictable and remain distribution-only.,13.0,6.5200000000000005,19.48,False,1.424172014457476,,17.88405743650267,,True,1.0,-3.4800000000000004,5.48,True,0.16522829534557795,,1.6142161666613979,,True
INTC@FY2021,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-idm-transition-tail,2022-01-27,FY2024,3,revenue,USD bn,53.101,False,90%,idm-transition-and-impairment-tail,True,INTC_FY2021_10K / INTC_IDM2_ANNOUNCEMENT_20210323 / INTC_FY2022_10K / INTC_FY2023_ANNUAL / INTC_FY2024_10K,IDM 2.0 and rising foundry/manufacturing investment were public. The exact 2024 impairment and accelerated-depreciation loss were not predictable and remain distribution-only.,70.0,50.4,89.60000000000001,True,0.7382158528087985,,,,,54.0,37.8,70.2,True,0.6101580007909456,,,,
INTC@FY2021,Intel,integrated-device-manufacturing,holdout,point-and-interval-with-idm-transition-tail,2022-01-27,FY2024,3,profit,USD bn,-11.678,False,90%,idm-transition-and-impairment-tail,True,INTC_FY2021_10K / INTC_IDM2_ANNOUNCEMENT_20210323 / INTC_FY2022_10K / INTC_FY2023_ANNUAL / INTC_FY2024_10K,IDM 2.0 and rising foundry/manufacturing investment were public. The exact 2024 impairment and accelerated-depreciation loss were not predictable and remain distribution-only.,12.0,1.5,22.5,False,5.35884446620591,,,,,-4.0,-13.719999999999999,5.719999999999999,True,0.3660948004745673,,,,
